Country Name,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
New Caledonia,,,,,,,,,,,,
New Zealand,1.16166E+11,1.35003E+11,1.423E+11,1.55861E+11,1.64078E+11,1.46131E+11,1.55711E+11,1.69868E+11,1.72109E+11,1.76367E+11,1.75799E+11,2.07101E+11
Nicaragua,7729337401,8549272797,9110334739,9423835485,10404076679,11174210329,11504908947,11916954744,11286468901,11108606151,10689526410,11611573902
Niger,8196842544,9170109298,9524128672,10214881102,10864667207,9860806999,10381389644,11137135734,13042169978,12983870918,12632406101,14510811838
Nigeria,2.93432E+11,3.23487E+11,3.71531E+11,4.2372E+11,4.8359E+11,4.27298E+11,3.54206E+11,3.21489E+11,3.48409E+11,3.75139E+11,3.63361E+11,3.63312E+11
North Macedonia,7297416135,8241665635,7580941181,8526422528,9017498360,7950976174,8404700872,9045313211,10054735758,9927186726,9885678163,11015539375
Northern Mariana Islands,,,,,,,,,,,,
Norway,3.38819E+11,3.85312E+11,3.97507E+11,4.12849E+11,4.0167E+11,3.17757E+11,3.0609E+11,3.25972E+11,3.5318E+11,3.24345E+11,2.90222E+11,3.78328E+11
Oman,35677488139,38236352519,45465025430,48156584313,50531647043,51311067027,50684475111,53061502389,61210911185,59074357920,54445023707,56515483862
Pakistan,1.61091E+11,1.96247E+11,2.0613E+11,2.13156E+11,2.26182E+11,2.51937E+11,2.92508E+11,3.16585E+11,3.31564E+11,2.98462E+11,2.79591E+11,3.26464E+11
Palau,,,,,,,,,,,,
Panama,25421213995,30811065356,35559306951,40214085486,42846236178,47414115416,50088703129,54241266331,55055132794,56472425763,46755627626,51479784106
Papua New Guinea,9592477405,12112819866,16795014154,16734420326,19093098796,17539612761,16991954426,18227358088,19255880963,19309314573,19538494315,18341899499
Paraguay,22917124911,28785379968,28116646134,33153449793,35311098984,31841843065,31926224463,34829795498,35889215057,33840040283,31353709366,35184118794
Peru,1.21189E+11,1.39512E+11,1.5985E+11,1.70277E+11,1.71874E+11,1.64297E+11,1.6245E+11,1.75604E+11,1.83694E+11,1.9578E+11,1.73421E+11,1.70492E+11
Philippines,2.06136E+11,2.30737E+11,2.62568E+11,2.87332E+11,2.99541E+11,3.11491E+11,3.23896E+11,3.33702E+11,3.50372E+11,3.75755E+11,3.50838E+11,3.61504E+11
Poland,4.00178E+11,4.40249E+11,4.18875E+11,4.35406E+11,4.54514E+11,4.03153E+11,3.95104E+11,4.40873E+11,4.9558E+11,5.02711E+11,5.05329E+11,5.69915E+11
Portugal,1.89704E+11,1.97812E+11,1.72174E+11,1.83928E+11,1.84942E+11,1.59627E+11,1.65809E+11,1.77819E+11,1.93659E+11,1.91199E+11,1.79901E+11,2.00175E+11
Puerto Rico,,,,,,,,,,,,
Qatar,76789644297,1.03226E+11,1.18906E+11,1.31786E+11,1.42482E+11,1.20141E+11,1.15702E+11,1.22517E+11,1.33381E+11,1.28532E+11,1.06757E+11,1.29445E+11
Romania,1.36666E+11,1.51794E+11,1.40747E+11,1.49857E+11,1.59985E+11,1.42884E+11,1.48533E+11,1.69615E+11,1.95265E+11,2.0394E+11,2.08103E+11,2.33181E+11
Russian Federation,1.21992E+12,1.62386E+12,1.75197E+12,1.80641E+12,1.61208E+12,1.08389E+12,1.01459E+12,1.2407E+12,1.28126E+12,1.30611E+12,1.19356E+12,1.3239E+12
Rwanda,5020477758,5627671313,6215412417,6305084646,6609315654,6950737986,7006635238,7342473063,7743683362,8375800501,8275811726,8997489878
Samoa,597791302.6,650675205,681786053.8,703397165.2,697008747.2,732622037.8,749022895.4,781055843,776983684.6,802205352,764279668.6,756550038.5
San Marino,,,,,,,,,,,,
Sao Tome and Principe,179650661.7,216046386.1,227210082,187936536,252421424.3,183054802.4,227148144.5,265731945.3,300976439.8,316807906.2,369456756,426049350.5
Saudi Arabia,4.30666E+11,5.2405E+11,5.73184E+11,5.82966E+11,5.99086E+11,5.29731E+11,5.36121E+11,5.68764E+11,6.70841E+11,6.66881E+11,5.94398E+11,
Senegal,14339035934,15586284232,15321593740,16449301327,17245451502,15503087530,16551134293,18404630535,20196827765,20296897126,21283050736,23712074300
Serbia,34805712687,39590640930,35127491040,39658299596,38695720368,32529189658,33028807360,35288389718,40979555733,41260282499,43818210166,50790254321
Seychelles,812404849.8,868403593.2,875995695.6,1102533984,1132657343,1155276355,1189645617,1261706748,1338051824,1402402857,1055789917,1216133029
Sierra Leone,2237782095,2480971832,3423910967,4335850729,4296266934,3571359705,2682110684,3044179637,3304164056,3548194135,3463442966,3449813486
Singapore,2.04484E+11,2.31597E+11,2.40709E+11,2.46827E+11,2.58486E+11,2.39432E+11,2.49606E+11,2.64946E+11,2.70692E+11,2.63599E+11,2.32325E+11,2.76441E+11
Sint Maarten (Dutch part),,,,,,,,,,,,
Slovak Republic,72674385063,78696197512,76350742253,80562431640,82514301615,71566116397,72101649694,77501395416,86557273960,85375444091,86659509832,94707685029
Slovenia,37901850916,40461299931,35958281524,37458819963,39072328486,32810818836,34571099506,38218334453,43089724467,43437488661,42775346262,49526101070
Solomon Islands,775140217.8,870355030.5,994282594.2,1169175419,1203350923,1178042357,1226274111,1313702711,1457210983,1467036933,1437751517,1505399373
Somalia,,,,3419849257,3733787361,3925747293,4033585271,4134581303,4723036573,5296090058,5539399205,6155445283
South Africa,3.37741E+11,3.67432E+11,3.50324E+11,3.2201E+11,3.09056E+11,2.86513E+11,2.64151E+11,3.11854E+11,3.2915E+11,3.16519E+11,2.73914E+11,3.39553E+11
South Sudan,,3068090192,10421618352,15145557127,8927272471,8655235712,,,,,,
Spain,1.18707E+12,1.22525E+12,1.10226E+12,1.13039E+12,1.14809E+12,1.00862E+12,1.04541E+12,1.1124E+12,1.20699E+12,1.1843E+12,1.05728E+12,1.19101E+12
Sri Lanka,54408057930,62684111325,64600135304,69880527350,74624464525,77120577631,79670269197,85121595617,85294116836,80057332389,76513221048,80018415420
St. Kitts and Nevis,,,,,,,,,,,,
St. Lucia,1219395050,1334842486,1310493043,1283388999,1365613966,1324575105,1419675224,1501396916,1618635196,1625946753,1246308828,1366615022
St. Martin (French part),,,,,,,,,,,,
St. Vincent and the Grenadines,605542890.1,581076000.1,595188341.3,624998655.9,607281265.7,647038947.4,676574176.9,704672569.7,738951949.1,752856023.9,723205785.2,749251352.2
Sudan,,59920693438,54296648798,55536789622,69120396423,76066047562,92667786152,1.14709E+11,27747607132,27327201501,22706140261,28763839535
Suriname,3006908029,2502094727,2998018111,3500942731,3897502195,4212584420,2311942541,2145542435,2789880133,2876593588,1933016759,1935667027
Sweden,4.23787E+11,4.88078E+11,4.70537E+11,5.0008E+11,4.95514E+11,4.25025E+11,4.32748E+11,4.59033E+11,4.70799E+11,4.58008E+11,4.69239E+11,5.39858E+11
Switzerland,4.94464E+11,5.59017E+11,5.47937E+11,5.61778E+11,5.65016E+11,5.49516E+11,5.33121E+11,5.33068E+11,5.38181E+11,5.36713E+11,5.43958E+11,6.06112E+11
Syrian Arab Republic,2.17911E+11,50128321751,34274026058,17313410633,18267655190,14164850310,11188892697,14690012611,19283835785,20462312512,10089108768,
Tajikistan,5875607868,6911022062,8288569242,9210747944,9853208338,8901359504,7470805604,8152614086,8188239803,8491672143,8294658056,9055722664
Tanzania,25672665820,26727541914,28964239475,35353915641,40084310796,39194492138,41504598991,45203555661,49866836754,54736149745,55510232274,59188718347
Thailand,2.70202E+11,2.96588E+11,3.07802E+11,3.17456E+11,3.09976E+11,3.06808E+11,3.19338E+11,3.53848E+11,3.89678E+11,4.24075E+11,3.89836E+11,3.86827E+11
Timor-Leste,,,,,,1616381802,1495162221,1554530766,1305192008,1830151356,1592846197,564159462.3
Togo,2858218910,3239207257,2881738605,3462997011,3799715491,3655283022,5260457102,5584433213,6393803054,6515480813,6814681944,7389560188
Tonga,346380982.2,389418076.8,442292423.1,422321448.3,404730704.2,401993440,385106823,436558184.8,475450936.3,508215581.9,481139163.9,451921466.1
Trinidad and Tobago,15391908517,14457056019,16101426296,18463559179,21123800416,22203894537,19093348522,19697074402,18687632926,18445359300,16940185488,20708680378
Tunisia,35252622413,36301606447,35459486780,37044581016,39815256231,37747016889,37022752856,35201216098,35908744785,35561290546,35717029685,39584781007
Turkiye,6.51354E+11,7.07703E+11,7.4392E+11,8.12129E+11,7.92603E+11,7.26984E+11,7.28848E+11,7.16487E+11,6.56435E+11,6.29381E+11,6.00186E+11,
Turkmenistan,14913379818,17403035681,,,,,,,29204779058,34053813932,,
Turks and Caicos Islands,,,,,766639557.7,855089097.5,937942499.9,907482093.5,971360386.1,1038275837,789508666.8,849820404.5
Tuvalu,,,,,,,,,,,,
Uganda,21154289175,21337761379,19524567672,21012756471,24313200068,24691892718,22072752769,23668637950,25465256083,26867153494,28297174912,30031521812
Ukraine,1.13182E+11,1.34802E+11,1.55028E+11,1.60263E+11,1.14009E+11,82933027873,81506683250,99432791111,1.15101E+11,1.35932E+11,1.3847E+11,1.63914E+11
United Arab Emirates,2.58409E+11,3.08583E+11,3.39771E+11,3.55398E+11,3.70853E+11,3.39167E+11,3.40753E+11,3.59565E+11,3.8648E+11,3.7968E+11,3.18727E+11,
United Kingdom,2.10714E+12,2.26169E+12,2.26259E+12,2.31413E+12,2.55432E+12,2.43802E+12,2.23764E+12,2.25035E+12,2.3974E+12,,,
United States,1.27221E+13,1.32964E+13,1.40494E+13,1.44487E+13,1.51658E+13,1.57412E+13,1.60128E+13,1.67347E+13,1.76029E+13,1.82618E+13,1.78601E+13,1.9593E+13
Uruguay,37529747665,44503992103,44924232764,51418560441,50381478533,47804269389,51033428050,56662079899,56354808943,54062376813,46847647419,49994553832
Uzbekistan,40919563274,48052039161,54032504087,59539164361,67674861751,74303403461,73792830153,52546736512,42195515525,48564113124,47785347371,49922061226
Vanuatu,588485884.2,682804042.6,645007349.8,697558736.8,721210850.3,683379604.8,733375350.4,805578162.1,864311748.4,938177823.8,910108148.9,966468684.9
"Venezuela, RB",3.17588E+11,2.44201E+11,2.9036E+11,2.76274E+11,3.54707E+11,,,,,,,
Viet Nam,1.15332E+11,1.35102E+11,1.54478E+11,1.71083E+11,1.881E+11,1.93013E+11,2.0712E+11,2.2611E+11,2.51444E+11,2.70987E+11,2.84266E+11,2.96055E+11
Virgin Islands (U.S.),,,,,,,,,,,,
West Bank and Gaza,,,,,,,,,,,,
"Yemen, Rep.",22931474395,24534799564,28996204124,34363835425,36725091501,38965340069,29768358959,25500125317,20503641226,,,
Zambia,13772324295,16884784695,19827787800,21467318410,21644387557,17062740007,16575472568,19697988844,20382855807,18571141529,13216267874,11969103805
Zimbabwe,9372241950,10408194389,12963740083,15166271749,14990515740,15403238924,15640355814,13388596245,29812469439,18704431730,18195165639,23546536254
Africa Eastern and Southern,6.471E+11,7.20717E+11,7.42075E+11,7.53605E+11,7.84046E+11,7.41909E+11,7.19714E+11,8.30871E+11,8.16775E+11,8.19717E+11,7.62566E+11,8.66315E+11
Africa Western and Central,4.55522E+11,5.04091E+11,5.59242E+11,6.5049E+11,7.31443E+11,6.49626E+11,5.86751E+11,5.67397E+11,6.2524E+11,6.5435E+11,6.52269E+11,6.77103E+11
Arab World,1.89145E+12,1.99115E+12,2.20572E+12,2.27408E+12,2.35012E+12,2.14115E+12,2.15486E+12,2.20107E+12,2.32269E+12,2.35527E+12,2.1451E+12,
Caribbean small states,24744686071,24419374582,26209982494,26864148377,28026632659,29317895263,27416377425,28604812126,29839274885,31397054986,25618183559,28187072928
Central Europe and the Baltics,1.05231E+12,1.15468E+12,1.08788E+12,1.13957E+12,1.17904E+12,1.0421E+12,1.06059E+12,1.184E+12,1.33767E+12,1.36183E+12,1.3546E+12,1.54192E+12
Early-demographic dividend,7.31382E+12,7.96745E+12,8.33488E+12,8.47508E+12,8.80768E+12,8.57571E+12,8.87659E+12,9.5583E+12,9.58192E+12,9.80488E+12,9.15121E+12,1.04399E+13
East Asia & Pacific,1.32577E+13,1.51682E+13,1.64635E+13,1.65463E+13,1.71022E+13,1.70214E+13,1.76732E+13,1.88866E+13,2.02785E+13,2.0618E+13,2.03762E+13,2.29538E+13
East Asia & Pacific (excluding high income),6.08315E+12,7.20122E+12,8.21889E+12,8.96634E+12,9.73321E+12,1.01204E+13,1.03722E+13,1.13611E+13,1.24671E+13,1.28426E+13,1.28386E+13,1.50721E+13
East Asia & Pacific (IDA & IBRD countries),6.07571E+12,7.19242E+12,8.20883E+12,8.95537E+12,9.72131E+12,1.0108E+13,1.03595E+13,1.13472E+13,1.24518E+13,1.28269E+13,1.28229E+13,1.50536E+13
Euro area,1.05204E+13,1.13585E+13,1.04942E+13,1.09638E+13,1.12312E+13,9.65676E+12,9.94354E+12,1.05356E+13,1.14105E+13,1.11248E+13,1.0624E+13,1.1958E+13
Europe & Central Asia,1.73582E+13,1.91736E+13,1.84342E+13,1.92578E+13,1.95464E+13,1.68492E+13,1.68092E+13,1.78304E+13,1.90548E+13,1.87419E+13,1.79824E+13,2.02882E+13
Europe & Central Asia (excluding high income),1.1216E+12,1.26123E+12,1.34621E+12,1.47899E+12,1.41954E+12,1.26003E+12,1.19941E+12,1.22006E+12,1.18645E+12,1.20302E+12,1.17089E+12,
Europe & Central Asia (IDA & IBRD countries),2.97019E+12,3.57854E+12,3.75256E+12,3.96756E+12,3.74334E+12,2.9714E+12,2.84275E+12,3.16832E+12,3.26779E+12,3.32758E+12,3.1857E+12,3.55573E+12
European Union,1.20403E+13,1.3043E+13,1.20928E+13,1.26471E+13,1.29533E+13,1.11642E+13,1.14786E+13,1.22144E+13,1.32469E+13,1.29627E+13,1.24752E+13,1.40672E+13
Fragile and conflict affected situations,1.44882E+12,1.30339E+12,1.49681E+12,1.56414E+12,1.67336E+12,1.40475E+12,1.32561E+12,1.38532E+12,1.42923E+12,1.49712E+12,1.41475E+12,1.44343E+12
Heavily indebted poor countries (HIPC),4.03624E+11,4.47265E+11,4.69288E+11,5.28705E+11,5.84028E+11,5.75089E+11,6.07855E+11,6.71561E+11,6.42506E+11,6.7063E+11,6.76105E+11,7.18282E+11
High income,3.90361E+13,4.2471E+13,4.2815E+13,4.33721E+13,4.42336E+13,4.1372E+13,4.20461E+13,4.42323E+13,4.68758E+13,4.72371E+13,4.55472E+13,5.02442E+13
IBRD only,1.59122E+13,1.8437E+13,1.97324E+13,2.07482E+13,2.15309E+13,2.03307E+13,2.04884E+13,2.26424E+13,2.36598E+13,2.41612E+13,2.30778E+13,2.67612E+13
IDA & IBRD total,1.73575E+13,1.98849E+13,2.12923E+13,2.24569E+13,2.34088E+13,2.22012E+13,2.24215E+13,2.46515E+13,2.57397E+13,2.63228E+13,2.52274E+13,2.90586E+13
IDA blend,5.87043E+11,6.67502E+11,7.482E+11,8.24575E+11,9.17067E+11,8.87483E+11,8.64395E+11,8.40128E+11,9.0351E+11,8.99783E+11,8.66676E+11,9.34666E+11
IDA only,8.76119E+11,7.80566E+11,8.11521E+11,8.84357E+11,9.61428E+11,9.81362E+11,1.06794E+12,1.16925E+12,1.17619E+12,1.26339E+12,1.28611E+12,1.36829E+12
IDA total,1.45456E+12,1.44766E+12,1.55958E+12,1.70883E+12,1.87845E+12,1.86864E+12,1.93122E+12,2.00721E+12,2.07804E+12,2.16005E+12,2.14867E+12,2.29888E+12
Late-demographic dividend,1.04897E+13,1.24765E+13,1.34956E+13,1.4493E+13,1.51207E+13,1.41516E+13,1.41935E+13,1.58076E+13,1.70312E+13,1.73211E+13,1.67454E+13,1.95068E+13
Latin America & Caribbean,4.22682E+12,4.72695E+12,4.74484E+12,4.90759E+12,5.01013E+12,4.26759E+12,4.14198E+12,4.62796E+12,4.46606E+12,4.41844E+12,3.72178E+12,4.16497E+12
Latin America & Caribbean (excluding high income),3.58871E+12,4.1236E+12,4.06303E+12,4.21099E+12,4.24115E+12,3.66243E+12,3.54201E+12,3.97052E+12,3.80828E+12,3.77079E+12,3.17184E+12,3.54545E+12
Latin America & the Caribbean (IDA & IBRD countries),4.10522E+12,4.58995E+12,4.6031E+12,4.75997E+12,4.85748E+12,4.11787E+12,3.99017E+12,4.46426E+12,4.30194E+12,4.25059E+12,3.5819E+12,4.00813E+12
Least developed countries: UN classification,5.3675E+11,6.25845E+11,6.7654E+11,7.46576E+11,8.16227E+11,8.14626E+11,8.61739E+11,9.54298E+11,9.44261E+11,1.0279E+12,1.0544E+12,1.12151E+12
Low & middle income,1.50122E+13,1.7125E+13,1.83706E+13,1.94439E+13,2.04941E+13,2.00491E+13,2.03371E+13,2.22239E+13,2.31639E+13,2.37103E+13,2.27809E+13,2.63147E+13
Low income,5.17212E+11,3.18818E+11,3.22078E+11,3.29661E+11,3.58985E+11,3.6553E+11,3.75043E+11,4.18897E+11,3.5428E+11,3.80055E+11,3.7306E+11,3.83358E+11
Lower middle income,3.18465E+12,3.53041E+12,3.75462E+12,4.00143E+12,4.38288E+12,4.45692E+12,4.66499E+12,4.99086E+12,5.22283E+12,5.48369E+12,5.31723E+12,5.92967E+12
Middle East & North Africa,2.43852E+12,2.67661E+12,2.89459E+12,2.86056E+12,2.91277E+12,2.64377E+12,2.70325E+12,2.77457E+12,2.8503E+12,2.87828E+12,2.64536E+12,
Middle East & North Africa (excluding high income),1.31363E+12,1.32519E+12,1.42695E+12,1.31326E+12,1.30685E+12,1.21004E+12,1.25231E+12,1.21198E+12,1.11006E+12,1.13484E+12,1.07255E+12,1.21363E+12
Middle East & North Africa (IDA & IBRD countries),1.29949E+12,1.31092E+12,1.41159E+12,1.29912E+12,1.29277E+12,1.19701E+12,1.23882E+12,1.19893E+12,1.09811E+12,1.12262E+12,1.06101E+12,1.20056E+12
Middle income,1.45569E+13,1.68091E+13,1.80505E+13,1.91158E+13,2.01372E+13,1.96863E+13,1.99651E+13,2.1809E+13,2.28081E+13,2.33309E+13,2.24094E+13,2.59272E+13
North America,1.4042E+13,1.47648E+13,1.5548E+13,1.59644E+13,1.66456E+13,1.70095E+13,1.72578E+13,1.80894E+13,1.90116E+13,1.96898E+13,1.91956E+13,2.12056E+13
Not classified,,,,,,,,,,,,
OECD members,3.7304E+13,4.01623E+13,4.03358E+13,4.08897E+13,4.18977E+13,3.96113E+13,4.02359E+13,4.20845E+13,4.44253E+13,4.4776E+13,4.32305E+13,4.76757E+13
Other small states,1.05825E+11,1.1799E+11,1.21172E+11,1.27836E+11,1.31526E+11,1.22407E+11,1.29347E+11,1.43388E+11,1.52815E+11,1.55112E+11,1.40195E+11,1.57277E+11
Pacific island small states,6045785594,6863556256,7267632765,7863376109,8348458285,8139785880,8488225494,9051758821,9584125003,9595218033,8644292731,8606767545
Post-demographic dividend,3.53107E+13,3.79922E+13,3.81276E+13,3.84826E+13,3.93896E+13,3.7334E+13,3.80319E+13,3.97584E+13,4.20455E+13,4.2389E+13,4.10662E+13,4.5208E+13
Pre-demographic dividend,7.83303E+11,8.96853E+11,1.00884E+12,1.12757E+12,1.24195E+12,1.09786E+12,1.01888E+12,1.06284E+12,1.08061E+12,1.13546E+12,1.08288E+12,1.13557E+12
Small states,1.36774E+11,1.49206E+11,1.54583E+11,1.62496E+11,1.67835E+11,1.59805E+11,1.6523E+11,1.81043E+11,1.92243E+11,1.96096E+11,1.74483E+11,1.93796E+11
South Asia,1.81188E+12,1.99622E+12,2.02223E+12,2.07848E+12,2.28212E+12,2.40525E+12,2.66309E+12,3.05664E+12,3.14045E+12,3.27502E+12,3.09192E+12,3.58808E+12
South Asia (IDA & IBRD),1.81188E+12,1.99622E+12,2.02223E+12,2.07848E+12,2.28212E+12,2.40525E+12,2.66309E+12,3.05664E+12,3.14045E+12,3.27502E+12,3.09192E+12,3.58808E+12
Sub-Saharan Africa,1.1024E+12,1.22438E+12,1.30102E+12,1.40409E+12,1.51555E+12,1.39154E+12,1.30615E+12,1.39708E+12,1.44135E+12,1.4736E+12,1.41473E+12,1.54282E+12
Sub-Saharan Africa (excluding high income),1.10159E+12,1.22351E+12,1.30014E+12,1.40299E+12,1.51442E+12,1.39039E+12,1.30496E+12,1.39582E+12,1.44001E+12,1.4722E+12,1.41367E+12,1.5416E+12
Sub-Saharan Africa (IDA & IBRD countries),1.1024E+12,1.22438E+12,1.30102E+12,1.40409E+12,1.51555E+12,1.39154E+12,1.30615E+12,1.39708E+12,1.44135E+12,1.4736E+12,1.41473E+12,1.54282E+12
Upper middle income,1.13726E+13,1.32787E+13,1.42959E+13,1.51144E+13,1.57545E+13,1.52298E+13,1.53007E+13,1.68186E+13,1.75858E+13,1.78481E+13,1.70928E+13,2.00074E+13
World,5.43226E+13,5.97991E+13,6.14476E+13,6.30728E+13,6.50711E+13,6.16316E+13,6.25967E+13,6.66929E+13,7.02848E+13,7.12134E+13,6.85804E+13,7.68925E+13